1649948201	62.000	discharging
1649948320	61.000	discharging
1649948494	60.000	discharging
1649948657	59.000	discharging
1649948746	58.000	discharging
1649948836	57.000	discharging
1649948956	56.000	discharging
1649949076	55.000	discharging
1649949196	54.000	discharging
1649949317	53.000	discharging
1649949439	52.000	discharging
1649949561	51.000	discharging
1649949680	50.000	discharging
1649949791	48.000	discharging
1649949893	47.000	discharging
1649949999	46.000	discharging
1649950144	45.000	discharging
1649950423	44.000	discharging
1649950783	43.000	discharging
1649951037	42.000	discharging
1649951416	41.000	discharging
1649951715	0.000	unknown
1649951835	40.000	discharging
1649951943	39.000	discharging
1649952144	38.000	discharging
1649952339	37.000	discharging
1649952521	36.000	discharging
1649952739	35.000	discharging
1649952980	34.000	discharging
1649953309	33.000	discharging
1649953417	34.000	charging
1649953470	35.000	charging
1649953522	36.000	charging
1649953576	37.000	charging
1649953628	38.000	charging
1649953680	39.000	charging
1649953732	40.000	charging
1649953784	41.000	charging
1649953837	42.000	charging
1649953889	43.000	charging
1649953942	44.000	charging
1649953994	45.000	charging
1649954048	46.000	charging
1649954102	47.000	charging
1649954154	48.000	charging
1649954206	50.000	charging
1649954260	51.000	charging
1649954314	52.000	charging
1649954368	53.000	charging
1649954422	54.000	charging
1649954475	55.000	charging
1649954532	56.000	charging
1649954586	57.000	charging
1649954640	58.000	charging
1649954693	59.000	charging
1649954747	60.000	charging
1649954802	61.000	charging
1649954858	62.000	charging
1649954912	63.000	charging
1649954968	64.000	charging
1649955025	65.000	charging
1649955081	66.000	charging
1649955136	67.000	charging
1649955192	68.000	charging
1649955248	69.000	charging
1649955303	70.000	charging
1649955359	71.000	charging
1649955414	72.000	charging
1649955471	73.000	charging
1649955528	74.000	charging
1649955584	75.000	charging
1649955640	76.000	charging
1649955695	77.000	charging
1649955751	78.000	charging
1649955808	79.000	charging
1649955870	80.000	charging
1649955934	81.000	charging
1649956000	82.000	charging
1649956072	83.000	charging
1649956146	84.000	charging
1649956226	85.000	charging
1649956311	86.000	charging
1649956402	87.000	charging
1649956500	88.000	charging
1649956606	89.000	charging
1649956720	90.000	charging
1649956841	91.000	charging
1649956966	92.000	charging
1649957108	93.000	charging
1649957262	94.000	charging
1649957433	95.000	charging
1649957626	96.000	charging
1649957847	97.000	charging
1649958104	98.000	charging
1649958287	99.000	charging
1649958657	100.000	discharging
1649961483	99.000	discharging
1649961484	100.000	discharging
1649967549	97.000	discharging
1649970744	96.000	discharging
1649970903	95.000	discharging
1649971078	94.000	discharging
1649971253	93.000	discharging
1649971421	92.000	discharging
1649975099	88.000	discharging
1649977536	87.000	discharging
1649977728	86.000	discharging
1649977905	85.000	discharging
1649978025	84.000	discharging
1649978227	83.000	discharging
1649978347	82.000	discharging
1649978485	81.000	discharging
1649978623	80.000	discharging
1649978754	79.000	discharging
1649978890	78.000	discharging
1649979019	77.000	discharging
1649979154	76.000	discharging
