1649348876	62.000	discharging
1649355103	63.000	charging
1649355120	64.000	charging
1649355172	65.000	charging
1649355224	66.000	charging
1649355277	67.000	charging
1649355328	68.000	charging
1649355380	69.000	charging
1649355433	70.000	charging
1649355484	71.000	charging
1649355536	72.000	charging
1649355589	73.000	charging
1649355640	74.000	charging
1649355692	75.000	charging
1649355747	76.000	charging
1649355801	77.000	charging
1649355858	78.000	charging
1649355918	79.000	charging
1649355980	80.000	charging
1649356047	81.000	charging
1649356115	82.000	charging
1649356189	83.000	charging
1649356272	84.000	charging
1649356353	85.000	charging
1649356438	86.000	charging
1649356532	87.000	charging
1649356632	88.000	charging
1649356739	89.000	charging
1649356857	90.000	charging
1649356977	91.000	charging
1649357341	90.000	discharging
1649357862	89.000	discharging
1649358162	88.000	discharging
1649358388	87.000	discharging
1649358628	86.000	discharging
1649358880	85.000	discharging
1649359386	84.000	discharging
1649359857	83.000	discharging
1649360339	82.000	discharging
1649360884	81.000	discharging
1649361279	80.000	discharging
1649361532	79.000	discharging
1649361984	78.000	discharging
1649362296	77.000	discharging
1649362835	76.000	discharging
1649366926	71.000	discharging
1649447830	70.000	discharging
1649447968	69.000	discharging
1649448215	68.000	discharging
1649448465	67.000	discharging
1649448691	66.000	discharging
1649448898	65.000	discharging
1649449066	64.000	discharging
1649449305	63.000	discharging
1649449823	62.000	discharging
1649451052	61.000	discharging
1649451172	60.000	discharging
1649451427	59.000	discharging
1649451454	60.000	charging
1649451503	61.000	charging
1649451556	62.000	charging
1649451607	63.000	charging
1649451659	64.000	charging
1649451712	65.000	charging
1649451763	66.000	charging
1649451816	67.000	charging
1649451868	68.000	charging
1649451920	69.000	charging
1649451972	70.000	charging
1649452025	71.000	charging
1649452076	72.000	charging
1649452129	73.000	charging
1649452181	74.000	charging
1649452234	75.000	charging
1649452286	76.000	charging
1649452337	77.000	charging
1649452392	78.000	charging
1649452449	79.000	charging
1649452510	80.000	charging
1649452572	81.000	charging
1649452638	82.000	charging
1649452709	83.000	charging
1649452783	84.000	charging
1649452862	85.000	charging
1649452949	86.000	charging
1649453038	87.000	charging
1649453139	88.000	charging
1649453245	89.000	charging
1649453359	90.000	charging
1649453480	91.000	charging
1649453608	92.000	charging
1649453653	93.000	charging
1649455129	91.000	discharging
1649455249	90.000	discharging
1649455487	89.000	discharging
1649455656	88.000	discharging
1649459297	84.000	discharging
1649540308	83.000	discharging
1649540810	82.000	discharging
1649544701	78.000	discharging
1649694809	76.000	discharging
1649694929	75.000	discharging
1649695092	74.000	discharging
1649695265	73.000	discharging
1649695458	72.000	discharging
1649695563	71.000	discharging
1649695683	70.000	discharging
1649695803	69.000	discharging
1649695929	68.000	discharging
1649696064	67.000	discharging
1649696230	66.000	discharging
1649696427	65.000	discharging
1649696721	64.000	discharging
1649696754	65.000	charging
1649696806	66.000	charging
1649696857	67.000	charging
1649696909	68.000	charging
1649696962	69.000	charging
1649697015	70.000	charging
1649697066	71.000	charging
1649697120	72.000	charging
1649697172	73.000	charging
1649697225	74.000	charging
1649697276	75.000	charging
1649697330	76.000	charging
1649697382	77.000	charging
1649697436	78.000	charging
1649697493	79.000	charging
1649697552	80.000	charging
1649697616	81.000	charging
1649697681	82.000	charging
1649697753	83.000	charging
1649697827	84.000	charging
1649697906	85.000	charging
1649697993	86.000	charging
1649698084	87.000	charging
1649698186	88.000	charging
1649698294	89.000	charging
1649698414	90.000	charging
1649698535	91.000	charging
1649698664	92.000	charging
1649698809	93.000	charging
1649698968	94.000	charging
1649699147	95.000	charging
1649699354	96.000	charging
1649699589	97.000	charging
1649699870	98.000	charging
1649700196	99.000	charging
1649700487	100.000	discharging
1649703463	99.000	discharging
1649703464	100.000	discharging
1649707176	98.000	discharging
1649775833	97.000	discharging
1649775944	96.000	discharging
1649776056	95.000	discharging
1649776171	94.000	discharging
1649776308	93.000	discharging
1649776451	92.000	discharging
1649776571	91.000	discharging
1649776710	90.000	discharging
1649776853	89.000	discharging
1649776983	88.000	discharging
1649777103	87.000	discharging
1649777287	86.000	discharging
1649777407	85.000	discharging
1649777569	84.000	discharging
1649777690	83.000	discharging
1649777905	82.000	discharging
1649778144	81.000	discharging
1649778382	80.000	discharging
1649778605	79.000	discharging
1649778829	78.000	discharging
1649779062	77.000	discharging
1649779302	76.000	discharging
1649779530	75.000	discharging
1649779651	74.000	discharging
1649779846	73.000	discharging
1649780078	72.000	discharging
1649780292	71.000	discharging
1649780527	70.000	discharging
1649780744	69.000	discharging
1649780947	68.000	discharging
1649781153	67.000	discharging
1649784803	63.000	discharging
1649948201	62.000	discharging
1649948320	61.000	discharging
1649948494	60.000	discharging
1649948657	59.000	discharging
1649948746	58.000	discharging
1649948836	57.000	discharging
1649948956	56.000	discharging
1649949076	55.000	discharging
1649949196	54.000	discharging
1649949317	53.000	discharging
1649949439	52.000	discharging
1649949561	51.000	discharging
1649949680	50.000	discharging
1649949791	48.000	discharging
1649949893	47.000	discharging
1649949999	46.000	discharging
1649950144	45.000	discharging
