1649784803, 63, discharging
1650046346, 55, discharging
1650496803, 59, discharging
1650519787, 45, discharging
1650331563, 55, charging
1649698809, 93, charging
1649952521, 36, discharging
1649980743, 69, discharging
1650405824, 97, discharging
1650554865, 65, charging
1649956841, 91, charging
1650332932, 79, charging
1650381730, 76, discharging
1650382074, 73, discharging
1649358880, 85, discharging
1649698414, 90, charging
1650048092, 44, discharging
1649956311, 86, charging
1650403915, 91, charging
1650333418, 86, charging
1650382903, 66, discharging
1649697330, 76, charging
1649781153, 67, discharging
1650400698, 50, charging
1650521277, 38, discharging
1650491180, 80, discharging
1650554339, 55, charging
1649355801, 77, charging
1650047407, 48, discharging
1650330473, 30, charging
1649778382, 80, discharging
1650403757, 90, charging
1650518199, 53, discharging
1650554217, 53, charging
1650556008, 85, charging
1650329941, 18, charging
1650331463, 53, charging
1649955934, 81, charging
1649956072, 83, charging
1650490462, 86, discharging
1650403303, 85, charging
1649452949, 86, charging
1649954532, 56, charging
1650045653, 61, discharging
1650401243, 58, charging
1649955471, 73, charging
1649970744, 96, discharging
1649956966, 92, charging
1649777690, 83, discharging
1650400173, 41, charging
1650402677, 77, charging
1649954747, 60, charging
1650490828, 83, discharging
1649957433, 95, charging
1650333186, 83, charging
1649951416, 41, discharging
1649948201, 62, discharging
1649950144, 45, discharging
1650046209, 56, discharging
1650518784, 50, discharging
1649954154, 48, charging
1649953784, 41, charging
1649955414, 72, charging
1650329009, 17, discharging
1649452862, 85, charging
1650334012, 92, charging
1649949076, 55, discharging
1649775833, 97, discharging
1650555859, 83, charging
1649540810, 82, discharging
1649453245, 89, charging
1650329747, 14, charging
1650330384, 28, charging
1650331720, 58, charging
1650404685, 96, charging
1649447968, 69, discharging
1650330339, 27, charging
1649777905, 82, discharging
1649979987, 71, discharging
1650328198, 22, discharging
1650329851, 16, charging
1650555290, 73, charging
1649970903, 95, discharging
1649695458, 72, discharging
1649951037, 42, discharging
1650330521, 31, charging
1650332642, 74, charging
1650049202, 38, discharging
1650553342, 37, charging
1649448898, 65, discharging
1649359857, 83, discharging
1650331372, 51, charging
1649957626, 96, charging
1649977905, 85, discharging
1650331098, 44, charging
1650327644, 25, discharging
1650401654, 63, charging
1650328798, 18, discharging
1650330880, 39, charging
1650332471, 71, charging
1650402997, 81, charging
1650383553, 61, discharging
1649356047, 81, charging
1649953837, 42, charging
1650382497, 69, discharging
1650327025, 28, discharging
1650330073, 21, charging
1650519362, 47, discharging
1650384405, 54, discharging
1649447830, 70, discharging
1649948836, 57, discharging
1649979673, 72, discharging
1650495595, 63, discharging
1650554655, 61, charging
1650400968, 54, charging
1649355277, 67, charging
1649980927, 68, discharging
1650380627, 85, discharging
1650519165, 48, discharging
1649979154, 76, discharging
1649695563, 71, discharging
1650406334, 95, discharging
1650492754, 76, discharging
1650401590, 62, charging
1649355858, 78, charging
1650500479, 55, discharging
1650557549, 97, charging
1649453480, 91, charging
1650331615, 56, charging
1649696721, 64, discharging
1649954368, 53, charging
1650399815, 39, charging
1649777407, 85, discharging
1649356272, 84, charging
1649358388, 87, discharging
1650402476, 74, charging
1649696230, 66, discharging
1650402379, 73, charging
1649355640, 74, charging
1649355747, 76, charging
1650381319, 79, discharging
1650553403, 38, charging
1650556854, 93, charging
1650048266, 43, discharging
1649779062, 77, discharging
1650048469, 42, discharging
1650403141, 83, charging
1649954048, 46, charging
1649697225, 74, charging
1650555498, 77, charging
1649954802, 61, charging
1650045548, 62, discharging
1649355328, 68, charging
1649451868, 68, charging
1649360884, 81, discharging
1649697906, 85, charging
1650330791, 37, charging
1650333258, 84, charging
1650401932, 67, charging
1650493083, 74, discharging
1649449066, 64, discharging
1650327523, 26, discharging
1650328523, 20, discharging
1649779302, 76, discharging
1649956000, 82, charging
1649355433, 70, charging
1650327832, 24, discharging
1650330746, 36, charging
1650401052, 55, discharging
1650406064, 96, discharging
1650489011, 96, discharging
1650331957, 62, charging
1650490947, 82, discharging
1650495849, 62, discharging
1649355980, 80, charging
1650554441, 57, charging
1650330117, 22, charging
1649954693, 59, charging
1649778144, 81, discharging
1650331417, 52, charging
1650401867, 66, charging
1650330250, 25, charging
1650332873, 78, charging
1649954912, 63, charging
1650381866, 75, discharging
1649451816, 67, charging
1650493537, 72, discharging
1649951835, 40, discharging
1650332585, 73, charging
1650553238, 35, charging
1650402723, 78, discharging
1650555185, 71, charging
1650380273, 87, discharging
1649958104, 98, charging
1650400774, 51, charging
1650330924, 40, charging
1650553285, 36, charging
1649696806, 66, charging
1650330657, 34, charging
1649355692, 75, charging
1649697120, 72, charging
1649778829, 78, discharging
1650331278, 48, charging
1649979415, 74, discharging
1650388732, 41, discharging
1649697276, 75, charging
1649448691, 66, discharging
1649697493, 79, charging
1649697993, 86, charging
1650046088, 57, discharging
1650402837, 79, charging
1649695683, 70, discharging
1650381186, 80, discharging
1650382632, 68, discharging
1649953417, 34, charging
1650403485, 87, charging
1650521757, 36, discharging
1650555551, 78, charging
1650556272, 88, charging
1650492963, 75, discharging
1650519970, 44, discharging
1650495367, 64, discharging
1649455129, 91, discharging
1649699870, 98, charging
1650330566, 32, charging
1650400558, 47, charging
1649695803, 69, discharging
1650401121, 56, charging
1649452709, 83, charging
1649948657, 59, discharging
1650490010, 89, discharging
1649978890, 78, discharging
1650555021, 68, charging
1650402169, 70, charging
1649978485, 81, discharging
1650555931, 84, charging
1649698535, 91, charging
1649971253, 93, discharging
1649979545, 73, discharging
1649696427, 65, discharging
1649780744, 69, discharging
1649951715, 0, unknown
1649453359, 90, charging
1649955808, 79, charging
1650329591, 14, discharging
1650332700, 75, charging
1650332815, 77, charging
1650488893, 97, discharging
1650520823, 40, discharging
1650557951, 99, charging
1649949791, 48, discharging
1650331513, 54, charging
1650557161, 95, charging
1650403583, 88, charging
1650553572, 41, charging
1649356632, 88, charging
1649958657, 100, discharging
1650380956, 82, discharging
1650556178, 87, charging
1649950783, 43, discharging
1649957847, 97, charging
1650384032, 57, discharging
1649949680, 50, discharging
1649356353, 85, charging
1649776571, 91, discharging
1649776853, 89, discharging
1649956500, 88, charging
1649699354, 96, charging
1649958287, 99, charging
1650403068, 82, charging
1649776308, 93, discharging
1650331010, 42, charging
1650384781, 51, discharging
1650385079, 49, discharging
1650489454, 93, discharging
1650556483, 90, charging
1650557342, 96, charging
1649978754, 79, discharging
1649961483, 99, discharging
1649954422, 54, charging
1650332299, 68, charging
1649358162, 88, discharging
1650332071, 64, charging
1649954586, 57, charging
1649358628, 86, discharging
1650494220, 69, discharging
1649779846, 73, discharging
1649953470, 35, charging
1650381066, 81, discharging
1649953576, 37, charging
1650553682, 43, charging
1650492146, 79, discharging
1649775944, 96, discharging
1649451172, 60, discharging
1649448465, 67, discharging
1649780292, 71, discharging
1650383182, 64, discharging
1650554102, 51, charging
1649953732, 40, charging
1649366926, 71, discharging
1649703464, 100, discharging
1649452337, 77, charging
1649950423, 44, discharging
1650047982, 45, discharging
1650333118, 82, charging
1649357862, 89, discharging
1650400418, 45, charging
1650554550, 59, charging
1649451607, 63, charging
1649956402, 87, charging
1650047592, 47, discharging
1650330428, 29, charging
1650330837, 38, charging
1650400233, 42, charging
1650490149, 88, discharging
1650496093, 61, discharging
1649452638, 82, charging
1650553864, 46, charging
1650418978, 98, discharging
1650553801, 45, charging
1650494676, 67, discharging
1649953522, 36, charging
1649695092, 74, discharging
1649776171, 94, discharging
1649955359, 71, charging
1649961484, 100, discharging
1649777569, 84, discharging
1650383436, 62, discharging
1650399685, 37, charging
1649361279, 80, discharging
1650554389, 56, charging
1649776983, 88, discharging
1649696909, 68, charging
1650490292, 87, discharging
1650518917, 49, discharging
1650554497, 58, charging
1649697382, 77, charging
1649451972, 70, charging
1650554917, 66, charging
1650493744, 71, discharging
1650555726, 81, charging
1650519601, 46, discharging
1649697015, 70, charging
1649978347, 82, discharging
1650553987, 48, charging
1650389181, 39, discharging
1650326635, 30, discharging
1649696754, 65, charging
1650406924, 94, charging
1649949999, 46, discharging
1649698294, 89, charging
1650556090, 86, charging
1649978025, 84, discharging
1650402542, 75, charging
1649700487, 100, discharging
1650400295, 43, charging
1649451556, 62, charging
1650329743, 13, discharging
1649361984, 78, discharging
1650554601, 60, charging
1649954206, 50, charging
1650046466, 54, discharging
1649697066, 71, charging
1650489602, 92, discharging
1650405383, 99, discharging
1649697436, 78, charging
1649984564, 64, discharging
1649979283, 75, discharging
1650381592, 77, discharging
1650384282, 55, discharging
1649695929, 68, discharging
1650494424, 68, discharging
1649699147, 95, charging
1650407750, 99, charging
1649977536, 87, discharging
1650328015, 23, discharging
1649948746, 58, discharging
1650333505, 87, charging
1650383311, 63, discharging
1650392852, 35, discharging
1649777103, 87, discharging
1650518592, 51, discharging
1649777287, 86, discharging
1650337613, 88, discharging
1650333337, 85, charging
1650333807, 90, charging
1649955640, 76, charging
1649953994, 45, charging
1650556724, 92, charging
1650333053, 81, charging
1649956720, 90, charging
1650383670, 60, discharging
1650405602, 98, discharging
1650382768, 67, discharging
1650553516, 40, charging
1650521055, 39, discharging
1649955248, 69, charging
1649953889, 43, charging
1650407179, 96, charging
1649451659, 64, charging
1649452510, 80, charging
1649356977, 91, charging
1649698664, 92, charging
1650494919, 66, discharging
1650553927, 47, charging
1650400906, 53, charging
1650330967, 41, charging
1650493299, 73, discharging
1650552998, 32, discharging
1649355172, 65, charging
1650045428, 63, discharging
1650047123, 50, discharging
1650388957, 40, discharging
1650381455, 78, discharging
1650402082, 69, charging
1649544701, 78, discharging
1650332357, 69, charging
1650331835, 60, charging
1649452234, 75, charging
1649779530, 75, discharging
1649695265, 73, discharging
1649452783, 84, charging
1649776056, 95, discharging
1649697827, 84, charging
1649694929, 75, discharging
1650554043, 50, charging
1649956146, 84, charging
1649952339, 37, discharging
1649455656, 88, discharging
1650403386, 86, charging
1649780947, 68, discharging
1650489866, 90, discharging
1649975099, 88, discharging
1650330162, 23, charging
1650407645, 98, charging
1649449823, 62, discharging
1649954102, 47, charging
